,naics,desc,n_naics
670,332913,Plumbing fixture fitting and trim manufacturing,6
671,332919,Other metal valve and pipe fitting manufacturing,6
672,33299,All other fabricated metal product manufacturing,6
673,332991,Ball and roller bearing manufacturing,6
674,332992,Small arms ammunition manufacturing,6
675,332993,Ammunition (except small arms) manufacturing,6
676,332994,Small arms manufacturing,6
677,332998,Enameled iron and metal sanitary ware manufacturing,6
678,332995,Other ordnance and accessories manufacturing,6
679,332996,Fabricated pipe and pipe fitting manufacturing,6
680,332997,Industrial pattern manufacturing,6
681,332999,All other miscellaneous fabricated metal product manufacturing,6
682,333,Machinery manufacturing,6
683,3331,"Agriculture, construction, and mining machinery manufacturing",6
684,33311,Agricultural implement manufacturing,6
685,333111,Farm machinery and equipment manufacturing,6
686,333112,Lawn and garden tractor and home lawn and garden equipment manufacturing,6
687,33312,Construction machinery manufacturing,6
688,333120,Construction machinery manufacturing,6
689,333131,Mining machinery and equipment manufacturing,6
690,33313,Mining and oil and gas field machinery manufacturing,6
691,333132,Oil and gas field machinery and equipment manufacturing,6
692,3332,Industrial machinery manufacturing,6
693,33321,Sawmill and woodworking machinery manufacturing,6
694,333210,Sawmill and woodworking machinery manufacturing,6
695,33322,Plastics and rubber industry machinery manufacturing,6
696,333220,Plastics and rubber industry machinery manufacturing,6
697,33329,Other industrial machinery manufacturing,6
698,333292,Textile machinery manufacturing,6
699,333293,Printing machinery and equipment manufacturing,6
700,333291,Paper industry machinery manufacturing,6
701,333294,Food product machinery manufacturing,6
702,333295,Semiconductor machinery manufacturing,6
703,333298,All other industrial machinery manufacturing,6
704,3333,Commercial and service industry machinery manufacturing,6
705,33331,Commercial and service industry machinery manufacturing,6
706,333311,Automatic vending machine manufacturing,6
707,333414,Heating equipment (except warm air furnaces) manufacturing,6
708,333312,"Commercial laundry, drycleaning, and pressing machine manufacturing",6
709,333313,Office machinery manufacturing,6
710,333314,Optical instrument and lens manufacturing,6
711,333315,Photographic and photocopying equipment manufacturing,6
712,333319,Other commercial and service industry machinery manufacturing,6
713,3334,"Ventilation, heating, air-conditioning, and commercial refrigeration equipment manufacturing",6
714,33341,HVAC and commercial refrigeration equipment,6
715,333411,Air purification equipment manufacturing,6
716,333412,Industrial and commercial fan and blower manufacturing,6
717,333415,Air-conditioning and warm air heating equipment and commercial and industrial refrigeration equipment manufacturing,6
718,3335,Metalworking machinery manufacturing,6
719,33351,Metalworking machinery manufacturing,6
720,333511,Industrial mold manufacturing,6
721,333512,Machine tool (metal cutting types) manufacturing,6
722,333513,Machine tool (metal forming types) manufacturing,6
723,333514,"Special die and tool, die set, jig, and fixture manufacturing",6
724,333515,Cutting tool and machine tool accessory manufacturing,6
725,333516,Rolling mill machinery and equipment manufacturing,6
726,333618,Other engine equipment manufacturing,6
727,333518,Other metalworking machinery manufacturing,6
728,3336,"Engine, turbine, and power transmission equipment manufacturing",6
729,33361,"Engine, turbine, and power transmission equipment manufacturing",6
730,333611,Turbine and turbine generator set units manufacturing,6
731,333612,"Speed changer, industrial high-speed drive, and gear manufacturing",6
732,333613,Mechanical power transmission equipment manufacturing,6
733,33391,Pump and compressor manufacturing,6
734,333911,Pump and pumping equipment manufacturing,6
735,333912,Air and gas compressor manufacturing,6
736,333913,Measuring and dispensing pump manufacturing,6
737,33392,Material handling equipment manufacturing,6
738,333921,Elevator and moving stairway manufacturing,6
739,333922,Conveyor and conveying equipment manufacturing,6
740,333923,"Overhead traveling crane, hoist, and monorail system manufacturing",6
741,333924,"Industrial truck, tractor, trailer, and stacker machinery manufacturing",6
742,33399,All other general purpose machinery manufacturing,6
743,3339,Other general purpose machinery manufacturing,6
744,334113,Computer terminal manufacturing,6
745,334119,Other computer peripheral equipment manufacturing,6
746,333991,Power-driven handtool manufacturing,6
747,333992,Welding and soldering equipment manufacturing,6
748,333993,Packaging machinery manufacturing,6
749,333994,Industrial process furnace and oven manufacturing,6
750,333995,Fluid power cylinder and actuator manufacturing,6
751,333996,Fluid power pump and motor manufacturing,6
752,333997,Scale and balance manufacturing,6
753,3342,Communications equipment manufacturing,6
754,333999,All other miscellaneous general purpose machinery manufacturing,6
755,33421,Telephone apparatus manufacturing,6
756,3341,Computer and peripheral equipment manufacturing,6
757,334,Computer and electronic product manufacturing,6
758,33411,Computer and peripheral equipment manufacturing,6
759,334111,Electronic computer manufacturing,6
760,334112,Computer storage device manufacturing,6
761,334210,Telephone apparatus manufacturing,6
762,33422,Radio and television broadcasting and wireless communications equipment manufacturing,6
763,334290,Other communications equipment manufacturing,6
764,3343,Audio and video equipment manufacturing,6
765,334220,Broadcast and wireless communications equip.,6
766,33429,Other communications equipment manufacturing,6
767,33431,Audio and video equipment manufacturing,6
768,334310,Audio and video equipment manufacturing,6
769,33441,Semiconductor and other electronic component manufacturing,6
770,334411,Electron tube manufacturing,6
771,334412,Bare printed circuit board manufacturing,6
772,334413,Semiconductor and related device manufacturing,6
773,334414,Electronic capacitor manufacturing,6
774,334415,Electronic resistor manufacturing,6
775,334416,"Electronic coil, transformer, and other inductor manufacturing",6
776,334417,Electronic connector manufacturing,6
777,3344,Semiconductor and other electronic component manufacturing,6
778,334418,Printed circuit assembly (electronic assembly) manufacturing,6
779,334419,Other electronic component manufacturing,6
780,334518,"Watch, clock, and part manufacturing",6
781,334515,Instrument manufacturing for measuring and testing electricity and electrical signals,6
782,3345,"Navigational, measuring, electromedical, and control instruments manufacturing",6
783,334516,Analytical laboratory instrument manufacturing,6
784,33451,Electronic instrument manufacturing,6
785,334517,Irradiation apparatus manufacturing,6
786,334511,"Search, detection, navigation, guidance, aeronautical, and nautical system and instrument manufacturing",6
787,334510,Electromedical and electrotherapeutic apparatus manufacturing,6
788,334512,"Automatic environmental control manufacturing for residential, commercial, and appliance use",6
789,334513,"Instruments and related products manufacturing for measuring, displaying, and controlling industrial process variables",6
790,334514,Totalizing fluid meter and counting device manufacturing,6
791,334519,Other measuring and controlling device manufacturing,6
792,3346,Manufacturing and reproducing magnetic and optical media,6
793,334611,Software reproducing,6
794,335,"Electrical equipment, appliance, and component manufacturing",6
795,335122,"Commercial, industrial, and institutional electric lighting fixture manufacturing",6
796,33511,Electric lamp bulb and part manufacturing,6
797,335121,Residential electric lighting fixture manufacturing,6
798,33461,Manufacturing and reproducing magnetic and optical media,6
799,334612,"Prerecorded compact disc (except software), tape, and record reproducing",6
800,334613,Magnetic and optical recording media manufacturing,6
801,3351,Electric lighting equipment manufacturing,6
802,335110,Electric lamp bulb and part manufacturing,6
803,33512,Lighting fixture manufacturing,6
804,3352,Household appliance manufacturing,6
805,33521,Small electrical appliance manufacturing,6
806,335211,Electric housewares and household fan manufacturing,6
807,335212,Household vacuum cleaner manufacturing,6
808,33522,Major appliance manufacturing,6
809,335221,Household cooking appliance manufacturing,6
810,3353,Electrical equipment manufacturing,6
811,335129,Other lighting equipment manufacturing,6
812,335222,Household refrigerator and home freezer manufacturing,6
813,335224,Household laundry equipment manufacturing,6
814,335228,Other major household appliance manufacturing,6
815,33531,Electrical equipment manufacturing,6
816,335311,"Power, distribution, and specialty transformer manufacturing",6
817,335312,Motor and generator manufacturing,6
818,335313,Switchgear and switchboard apparatus manufacturing,6
819,335314,Relay and industrial control manufacturing,6
820,3359,Other electrical equipment and component manufacturing,6
821,33591,Battery manufacturing,6
822,335911,Storage battery manufacturing,6
823,33592,Communication and energy wire and cable manufacturing,6
824,335912,Primary battery manufacturing,6
825,335929,Other communication and energy wire manufacturing,6
826,335921,Fiber optic cable manufacturing,6
827,33593,Wiring device manufacturing,6
828,335932,Noncurrent-carrying wiring device manufacturing,6
829,335931,Current-carrying wiring device manufacturing,6
830,33599,All other electrical equipment and component manufacturing,6
831,335991,Carbon and graphite product manufacturing,6
832,336,Transportation equipment manufacturing,6
833,335999,All other miscellaneous electrical equipment and component manufacturing,6
834,3361,Motor vehicle manufacturing,6
835,33611,Automobile and light duty motor vehicle manufacturing,6
836,336111,Automobile manufacturing,6
837,336112,Light truck and utility vehicle manufacturing,6
838,33612,Heavy duty truck manufacturing,6
839,336120,Heavy duty truck manufacturing,6
840,3362,Motor vehicle body and trailer manufacturing,6
841,33621,Motor vehicle body and trailer manufacturing,6
842,336211,Motor vehicle body manufacturing,6
843,336212,Truck trailer manufacturing,6
844,336214,Travel trailer and camper manufacturing,6
845,336213,Motor home manufacturing,6
846,3363,Motor vehicle parts manufacturing,6
847,33631,Motor vehicle gasoline engine and engine parts manufacturing,6
848,336311,"Carburetor, piston, piston ring, and valve manufacturing",6
849,336312,Gasoline engine and engine parts manufacturing,6
850,33632,Motor vehicle electrical and electronic equipment manufacturing,6
851,336321,Vehicular lighting equipment manufacturing,6
852,336322,Other motor vehicle electrical and electronic equipment manufacturing,6
853,33633,Motor vehicle steering and suspension components (except spring) manufacturing,6
854,336330,Motor vehicle steering and suspension components (except spring) manufacturing,6
855,33634,Motor vehicle brake system manufacturing,6
856,336340,Motor vehicle brake system manufacturing,6
857,33635,Motor vehicle transmission and power train parts manufacturing,6
858,3364,Aerospace product and parts manufacturing,6
859,336350,Motor vehicle transmission and power train parts manufacturing,6
860,33636,Motor vehicle seating and interior trim manufacturing,6
861,336360,Motor vehicle seating and interior trim manufacturing,6
862,33637,Motor vehicle metal stamping,6
863,336370,Motor vehicle metal stamping,6
864,33639,Other motor vehicle parts manufacturing,6
865,336391,Motor vehicle air-conditioning manufacturing,6
866,336399,All other motor vehicle parts manufacturing,6
867,33641,Aerospace product and parts manufacturing,6
868,336411,Aircraft manufacturing,6
869,336412,Aircraft engine and engine parts manufacturing,6
870,336413,Other aircraft parts and auxiliary equipment manufacturing,6
871,336414,Guided missile and space vehicle manufacturing,6
872,336415,Guided missile and space vehicle propulsion unit and propulsion unit parts manufacturing,6
873,336419,Other guided missile and space vehicle parts and auxiliary equipment manufacturing,6
874,3365,Railroad rolling stock manufacturing,6
875,33661,Ship and boat building,6
876,336612,Boat building,6
877,3369,Other transportation equipment manufacturing,6
878,33699,Other transportation equipment manufacturing,6
879,336991,"Motorcycle, bicycle, and parts manufacturing",6
880,336992,"Military armored vehicle, tank, and tank component manufacturing",6
881,33651,Railroad rolling stock manufacturing,6
882,336510,Railroad rolling stock manufacturing,6
883,3366,Ship and boat building,6
884,336611,Ship building and repairing,6
885,336999,All other transportation equipment manufacturing,6
886,337,Furniture and related product manufacturing,6
887,3371,Household and institutional furniture and kitchen cabinet manufacturing,6
888,33711,Wood kitchen cabinet and countertop manufacturing,6
889,337122,Nonupholstered wood household furniture manufacturing,6
890,3372,Office furniture (including fixtures) manufacturing,6
891,337910,Mattress manufacturing,6
892,337110,Wood kitchen cabinet and countertop manufacturing,6
893,337215,"Showcase, partition, shelving, and locker manufacturing",6
894,33712,Household and institutional furniture manufacturing,6
895,3379,Other furniture related product manufacturing,6
896,337121,Upholstered household furniture manufacturing,6
897,337124,Metal household furniture manufacturing,6
898,337125,Household furniture (except wood and metal) manufacturing,6
899,337127,Institutional furniture manufacturing,6
900,33791,Mattress manufacturing,6
901,337129,"Wood television, radio, and sewing machine cabinet manufacturing",6
902,33721,Office furniture (including fixtures) manufacturing,6
903,337211,Wood office furniture manufacturing,6
904,337212,Custom architectural woodwork and millwork manufacturing,6
905,337214,Office furniture (except wood) manufacturing,6
906,33792,Blind and shade manufacturing,6
907,337920,Blind and shade manufacturing,6
908,339,Miscellaneous manufacturing,6
909,339112,Surgical and medical instrument manufacturing,6
910,3391,Medical equipment and supplies manufacturing,6
911,339113,Surgical appliance and supplies manufacturing,6
912,33911,Medical equipment and supplies manufacturing,6
913,339114,Dental equipment and supplies manufacturing,6
914,339115,Ophthalmic goods manufacturing,6
915,339116,Dental laboratories,6
916,3399,Other miscellaneous manufacturing,6
917,33991,Jewelry and silverware manufacturing,6
918,339911,Jewelry (except costume) manufacturing,6
919,339912,Silverware and hollowware manufacturing,6
920,339913,Jewelers' material and lapidary work manufacturing,6
921,339914,Costume jewelry and novelty manufacturing,6
922,33992,Sporting and athletic goods manufacturing,6
923,339920,Sporting and athletic goods manufacturing,6
924,33993,"Doll, toy, and game manufacturing",6
925,339931,Doll and stuffed toy manufacturing,6
926,339932,"Game, toy, and children's vehicle manufacturing",6
927,33994,Office supplies (except paper) manufacturing,6
928,339941,Pen and mechanical pencil manufacturing,6
929,339942,Lead pencil and art good manufacturing,6
930,339943,Marking device manufacturing,6
931,339944,Carbon paper and inked ribbon manufacturing,6
932,33995,Sign manufacturing,6
933,339950,Sign manufacturing,6
934,33999,All other miscellaneous manufacturing,6
935,339991,"Gasket, packing, and sealing device manufacturing",6
936,339992,Musical instrument manufacturing,6
937,339993,"Fastener, button, needle, and pin manufacturing",6
938,339994,"Broom, brush, and mop manufacturing",6
939,339995,Burial casket manufacturing,6
940,339999,All other miscellaneous manufacturing,6
941,42,Wholesale trade,6
942,423,"Merchant wholesalers, durable goods",6
943,4231,Motor vehicle and motor vehicle parts and supplies merchant wholesalers,6
944,42311,Automobile and other motor vehicle merchant wholesalers,6
945,42313,Tire and tube merchant wholesalers,6
947,42312,Motor vehicle supplies and new parts merchant wholesalers,6
950,42314,Motor vehicle parts (used) merchant wholesalers,6
951,4232,Furniture and home furnishing merchant wholesalers,6
953,42321,Furniture merchant wholesalers,6
955,42322,Home furnishing merchant wholesalers,6
957,4233,Lumber and other construction materials merchant wholesalers,6
958,42331,"Lumber, plywood, millwork, and wood panel merchant wholesalers",6
960,42332,"Brick, stone, and related construction material merchant wholesalers",6
963,42333,"Roofing, siding, and insulation material merchant wholesalers",6
964,42339,Other construction material merchant wholesalers,6
966,4234,Professional and commercial equipment and supplies merchant wholesalers,6
967,42341,Photographic equipment and supplies merchant wholesalers,6
969,42342,Office equipment merchant wholesalers,6
971,42343,Computer and computer peripheral equipment and software merchant wholesalers,6
973,42345,"Medical, dental, and hospital equipment and supplies merchant wholesalers",6
975,42344,Other commercial equipment merchant wholesalers,6
976,42346,Ophthalmic goods merchant wholesalers,6
979,42349,Other professional equipment and supplies merchant wholesalers,6
980,4235,Metal and mineral (except petroleum) merchant wholesalers,6
981,42351,Metal service centers and other metal merchant wholesalers,6
984,42352,Coal and other mineral and ore merchant wholesalers,6
986,4236,Electrical and electronic goods merchant wholesalers,6
987,42361,"Electrical apparatus and equipment, wiring supplies, and related equipment merchant wholesalers",6
989,42362,"Electrical and electronic appliance, television, and radio set merchant wholesalers",6
991,42369,Other electronic parts and equipment merchant wholesalers,6
993,4237,"Hardware, plumbing and heating equipment and supplies merchant wholesalers",6
994,42371,Hardware merchant wholesalers,6
995,42372,Plumbing and heating equipment and supplies (hydronics) merchant wholesalers,6
998,42373,Warm air heating and air-conditioning equipment and supplies merchant wholesalers,6
1001,42382,Farm and garden machinery and equipment merchant wholesalers,6
1002,42383,Industrial machinery and equipment merchant wholesalers,6
1003,42374,Refrigeration equipment and supplies merchant wholesalers,6
1006,4238,"Machinery, equipment, and supplies merchant wholesalers",6
1007,42381,Construction and mining (except oil well) machinery and equipment merchant wholesalers,6
1009,42384,Industrial supplies merchant wholesalers,6
1011,42385,Service establishment equipment and supplies merchant wholesalers,6
1013,42386,Transportation equipment and supplies (except motor vehicle) merchant wholesalers,6
1015,4239,Miscellaneous durable goods merchant wholesalers,6
1016,42391,Sporting and recreational goods and supplies merchant wholesalers,6
1018,42399,Other miscellaneous durable goods merchant wholesalers,6
1019,42392,Toy and hobby goods and supplies merchant wholesalers,6
1020,42393,Recyclable material merchant wholesalers,6
1023,42394,"Jewelry, watch, precious stone, and precious metal merchant wholesalers",6
1026,424,"Merchant wholesalers, nondurable goods",6
1027,4241,Paper and paper product merchant wholesalers,6
1028,42411,Printing and writing paper merchant wholesalers,6
1030,42412,Stationery and office supplies merchant wholesalers,6
1033,42413,Industrial and personal service paper merchant wholesalers,6
1034,4242,Drugs and druggists' sundries merchant wholesalers,6
1035,42421,Drugs and druggists' sundries merchant wholesalers,6
1038,42432,Men's and boys' clothing and furnishings merchant wholesalers,6
1039,4243,"Apparel, piece goods, and notions merchant wholesalers",6
1040,42431,"Piece goods, notions, and other dry goods merchant wholesalers",6
1042,42433,"Women's, children's, and infants' clothing and accessories merchant wholesalers",6
1044,42434,Footwear merchant wholesalers,6
1046,4244,Grocery and related product merchant wholesalers,6
1047,42441,General line grocery merchant wholesalers,6
1049,42442,Packaged frozen food merchant wholesalers,6
1051,42443,Dairy product (except dried or canned) merchant wholesalers,6
1053,42444,Poultry and poultry product merchant wholesalers,6
1055,42445,Confectionery merchant wholesalers,6
1057,42446,Fish and seafood merchant wholesalers,6
1059,42447,Meat and meat product merchant wholesalers,6
1061,42448,Fresh fruit and vegetable merchant wholesalers,6
1063,42449,Other grocery and related products merchant wholesalers,6
1065,4245,Farm product raw material merchant wholesalers,6
1066,42451,Grain and field bean merchant wholesalers,6
1068,42452,Livestock merchant wholesalers,6
1070,42459,Other farm product raw material merchant wholesalers,6
1072,4246,Chemical and allied products merchant wholesalers,6
1073,42461,Plastics materials and basic forms and shapes merchant wholesalers,6
1075,42469,Other chemical and allied products merchant wholesalers,6
1077,4247,Petroleum and petroleum products merchant wholesalers,6
1078,42471,Petroleum bulk stations and terminals,6
1079,42481,Beer and ale merchant wholesalers,6
1081,42472,Petroleum and petroleum products merchant wholesalers (except bulk stations and terminals),6
1083,4248,"Beer, wine, and distilled alcoholic beverage merchant wholesalers",6
1085,42482,Wine and distilled alcoholic beverage merchant wholesalers,6
1087,4249,Miscellaneous nondurable goods merchant wholesalers,6
1088,42491,Farm supplies merchant wholesalers,6
1090,42492,"Book, periodical, and newspaper merchant wholesalers",6
1092,42493,"Flower, nursery stock, and florists' supplies merchant wholesalers",6
1094,42494,Tobacco and tobacco product merchant wholesalers,6
1096,42495,"Paint, varnish, and supplies merchant wholesalers",6
1098,42499,Other miscellaneous nondurable goods merchant wholesalers,6
1100,425,Wholesale electronic markets and agents and brokers,6
1101,4251,Wholesale electronic markets and agents and brokers,6
1102,42511,Business to business electronic markets,6
1104,42512,Wholesale trade agents and brokers,6
1107,441,Motor vehicle and parts dealers,6
1108,4411,Automobile dealers,6
1109,44111,New car dealers,6
1111,4412,Other motor vehicle dealers,6
1112,44121,Recreational vehicle dealers,6
1115,44112,Used car dealers,6
1118,44122,"Motorcycle, boat, and other motor vehicle dealers",6
1120,4413,"Automotive parts, accessories, and tire stores",6
1121,44132,Tire dealers,6
1123,44131,Automotive parts and accessories stores,6
1125,442,Furniture and home furnishings stores,6
1126,4421,Furniture stores,6
1127,44211,Furniture stores,6
1129,4422,Home furnishings stores,6
1130,44221,Floor covering stores,6
1132,44229,Other home furnishings stores,6
1135,443,Electronics and appliance stores,6
1136,4431,Electronics and appliance stores,6
1137,44311,"Appliance, television, and other electronics stores",6
1140,44312,Computer and software stores,6
1142,44313,Camera and photographic supplies stores,6
1144,444,Building material and garden equipment and supplies dealers,6
1145,4441,Building material and supplies dealers,6
1146,44411,Home centers,6
1148,44412,Paint and wallpaper stores,6
1150,44413,Hardware stores,6
1152,44419,Other building material dealers,6
1153,4442,Lawn and garden equipment and supplies stores,6
1155,44421,Outdoor power equipment stores,6
1157,44422,"Nursery, garden center, and farm supply stores",6
1159,4451,Grocery stores,6
1160,445,Food and beverage stores,6
1161,44511,Supermarkets and other grocery (except convenience) stores,6
1163,44512,Convenience stores,6
1166,4452,Specialty food stores,6
1168,44521,Meat markets,6
1172,44522,Fish and seafood markets,6
1173,44523,Fruit and vegetable markets,6
1175,44529,Other specialty food stores,6
1176,4453,"Beer, wine, and liquor stores",6
1177,44531,"Beer, wine, and liquor stores",6
1178,446,Health and personal care stores,6
1179,4461,Health and personal care stores,6
1180,44611,Pharmacies and drug stores,6
1182,44612,"Cosmetics, beauty supplies, and perfume stores",6
1184,44613,Optical goods stores,6
1187,44619,Other health and personal care stores,6
1190,447,Gasoline stations,6
1191,4471,Gasoline stations,6
1193,44719,Other gasoline stations,6
1194,448,Clothing and clothing accessories stores,6
1195,44812,Women's clothing stores,6
1196,44711,Gasoline stations with convenience stores,6
1198,4481,Clothing stores,6
1199,44811,Men's clothing stores,6
1202,4482,Shoe stores,6
1203,44813,Children's and infants' clothing stores,6
1205,44814,Family clothing stores,6
1207,44815,Clothing accessories stores,6
1209,44819,Other clothing stores,6
1211,44821,Shoe stores,6
1213,4483,"Jewelry, luggage, and leather goods stores",6
1214,44831,Jewelry stores,6
1217,4511,"Sporting goods, hobby, and musical instrument stores",6
1218,44832,Luggage and leather goods stores,6
1219,451,"Sporting goods, hobby, book, and music stores",6
1220,45111,Sporting goods stores,6
1222,45112,"Hobby, toy, and game stores",6
1224,45113,"Sewing, needlework, and piece goods stores",6
1226,45114,Musical instrument and supplies stores,6
1228,4512,"Book, periodical, and music stores",6
1229,45121,Book stores and news dealers,6
1232,45122,"Prerecorded tape, compact disc, and record stores",6
1234,452,General merchandise stores,6
1235,4521,Department stores,6
1236,45211,Department stores,6
1239,4529,Other general merchandise stores,6
1240,45291,Warehouse clubs and supercenters,6
1242,45299,All other general merchandise stores,6
1244,453,Miscellaneous store retailers,6
1245,4531,Florists,6
1246,45311,Florists,6
1248,4532,"Office supplies, stationery, and gift stores",6
1249,45331,Used merchandise stores,6
1251,4539,Other miscellaneous store retailers,6
1252,45391,Pet and pet supplies stores,6
1253,45321,Office supplies and stationery stores,6
1256,45322,"Gift, novelty, and souvenir stores",6
1258,4533,Used merchandise stores,6
1259,45392,Art dealers,6
1261,45393,Manufactured (mobile) home dealers,6
1264,45399,All other miscellaneous store retailers,6
1265,4543,Direct selling establishments,6
1267,45431,Fuel dealers,6
1269,454,Nonstore retailers,6
1270,4541,Electronic shopping and mail-order houses,6
1271,45411,Electronic shopping and mail-order houses,6
1275,4542,Vending machine operators,6
1276,45421,Vending machine operators,6
1280,45439,Other direct selling establishments,6
1283,481,Air transportation,6
1284,48111,Scheduled air transportation,6
1287,4812,Nonscheduled air transportation,6
1288,48121,Nonscheduled air transportation,6
1291,4811,Scheduled air transportation,6
1293,483,Water transportation,6
1294,4831,"Deep sea, coastal, and great lakes water transportation",6
1295,48311,"Deep sea, coastal, and great lakes water transportation",6
1300,4832,Inland water transportation,6
1301,48321,Inland water transportation,6
1304,484,Truck transportation,6
1305,4841,General freight trucking,6
1306,48411,"General freight trucking, local",6
1308,48412,"General freight trucking, long-distance",6
1311,4842,Specialized freight trucking,6
1312,48421,Used household and office goods moving,6
1314,48422,"Specialized freight (except used goods) trucking, local",6
1316,4851,Urban transit systems,6
1317,48423,"Specialized freight (except used goods) trucking, long-distance",6
1319,485,Transit and ground passenger transportation,6
1320,48511,Urban transit systems,6
1324,4852,Interurban and rural bus transportation,6
1327,48521,Interurban and rural bus transportation,6
1328,4853,Taxi and limousine service,6
1329,48531,Taxi service,6
1331,48532,Limousine service,6
1333,4854,School and employee bus transportation,6
1334,48541,School and employee bus transportation,6
1336,4855,Charter bus industry,6
1337,48551,Charter bus industry,6
1339,4859,Other transit and ground passenger transportation,6
1340,48599,Other transit and ground passenger transportation,6
1343,486,Pipeline transportation,6
1344,4861,Pipeline transportation of crude oil,6
1345,48611,Pipeline transportation of crude oil,6
1346,4862,Pipeline transportation of natural gas,6
1348,48621,Pipeline transportation of natural gas,6
1350,4869,Other pipeline transportation,6
1351,48691,Pipeline transportation of refined petroleum products,6
1353,48699,All other pipeline transportation,6
1355,487,Scenic and sightseeing transportation,6
1356,48711,"Scenic and sightseeing transportation, land",6
1357,4871,"Scenic and sightseeing transportation, land",6
1359,4872,"Scenic and sightseeing transportation, water",6
1360,48821,Support activities for rail transportation,6
1361,48721,"Scenic and sightseeing transportation, water",6
1363,48819,Other support activities for air transportation,6
1364,4879,"Scenic and sightseeing transportation, other",6
1365,48799,"Scenic and sightseeing transportation, other",6
1367,488,Support activities for transportation,6
1368,4881,Support activities for air transportation,6
1369,48811,Airport operations,6
1373,4882,Support activities for rail transportation,6
1374,4883,Support activities for water transportation,6
1375,48831,Port and harbor operations,6
1377,48832,Marine cargo handling,6
1379,48833,Navigational services to shipping,6
1383,4884,Support activities for road transportation,6
1384,48849,Other support activities for road transportation,6
1386,4885,Freight transportation arrangement,6
1387,48839,Other support activities for water transportation,6
1388,48841,Motor vehicle towing,6
1390,48851,Freight transportation arrangement,6
1392,4889,Other support activities for transportation,6
1393,48899,Other support activities for transportation,6
1397,492,Couriers and messengers,6
1398,49211,Couriers and express delivery services,6
1399,4921,Couriers and express delivery services,6
1401,49312,Refrigerated warehousing and storage,6
1402,4922,Local messengers and local delivery,6
1403,49221,Local messengers and local delivery,6
1404,493,Warehousing and storage,6
1405,4931,Warehousing and storage,6
1406,49311,General warehousing and storage,6
1409,49313,Farm product warehousing and storage,6
1411,49319,Other warehousing and storage,6
1413,51,Information,6
1414,511,Publishing industries (except Internet),6
1416,51112,Periodical publishers,6
1418,51113,Book publishers,6
1420,5111,"Newspaper, periodical, book, and directory publishers",6
1421,51111,Newspaper publishers,6
1422,51114,Directory and mailing list publishers,6
1424,51119,Other publishers,6
1427,5112,Software publishers,6
1428,51121,Software publishers,6
1430,512,Motion picture and sound recording industries,6
1431,5121,Motion picture and video industries,6
1432,51211,Motion picture and video production,6
1434,51212,Motion picture and video distribution,6
1435,51213,Motion picture and video exhibition,6
1439,51219,Postproduction services and other motion picture and video industries,6
1442,5122,Sound recording industries,6
1443,51221,Record production,6
1445,51222,Integrated record production/distribution,6
1447,51223,Music publishers,6
1449,51224,Sound recording studios,6
1451,51229,Other sound recording industries,6
1453,515,Broadcasting (except Internet),6
1454,5151,Radio and television broadcasting,6
1455,51511,Radio broadcasting,6
1458,51512,Television broadcasting,6
1459,5152,Cable and other subscription programming,6
1461,51521,Cable and other subscription programming,6
1463,517,Telecommunications,6
1464,5171,Wired telecommunications carriers,6
1465,51711,Wired telecommunications carriers,6
1467,5174,Satellite telecommunications,6
1468,5172,Wireless telecommunications carriers (except satellite),6
1469,51721,Wireless telecommunications carriers (except satellite),6
1471,51741,Satellite telecommunications,6
1473,5179,Other telecommunications,6
1474,51791,Other telecommunications,6
1477,518,"Data processing, hosting and related services",6
1478,5182,"Data processing, hosting, and related services",6
1479,519,Other information services,6
1480,51821,"Data processing, hosting, and related services",6
1482,5191,Other information services,6
1483,51911,News syndicates,6
1485,51912,Libraries and archives,6
1487,51913,Internet publishing and broadcasting and web search portals,6
1489,51919,All other information services,6
1491,52,Finance and insurance,6
1492,521,Monetary authorities- central bank,6
1493,5211,Monetary authorities- central bank,6
1494,52111,Monetary authorities- central bank,6
1496,522,Credit intermediation and related activities,6
1497,5221,Depository credit intermediation,6
1498,52211,Commercial banking,6
1500,52212,Savings institutions,6
1503,52219,Other depository credit intermediation,6
1505,52213,Credit unions,6
1506,5222,Nondepository credit intermediation,6
1508,52221,Credit card issuing,6
1509,52222,Sales financing,6
1511,52229,Other nondepository credit intermediation,6
1515,5223,Activities related to credit intermediation,6
1516,52231,Mortgage and nonmortgage loan brokers,6
1520,52232,"Financial transactions processing, reserve, and clearinghouse activities",6
1522,52239,Other activities related to credit intermediation,6
1523,52321,Securities and commodity exchanges,6
1525,523,"Securities, commodity contracts, and other financial investments and related activities",6
1526,5231,Securities and commodity contracts intermediation and brokerage,6
1527,5232,Securities and commodity exchanges,6
1528,52311,Investment banking and securities dealing,6
1530,52312,Securities brokerage,6
1532,52313,Commodity contracts dealing,6
1534,52314,Commodity contracts brokerage,6
1537,5239,Other financial investment activities,6
1538,52391,Miscellaneous intermediation,6
1541,52392,Portfolio management,6
1542,52393,Investment advice,6
1546,524,Insurance carriers and related activities,6
1547,5241,Insurance carriers,6
1548,52411,"Direct life, health, and medical insurance carriers",6
1549,52399,All other financial investment activities,6
1551,52412,"Direct insurance (except life, health, and medical) carriers",6
1556,52413,Reinsurance carriers,6
1558,5242,"Agencies, brokerages, and other insurance related activities",6
1559,52421,Insurance agencies and brokerages,6
