naics,enduse_cat,not_total,end_use,total,net_electricity,fuel_oil,diesel,natural_gas,NGL_HGL,coal,other
3122,Direct Uses-Total Process,TRUE,Process Heating,1.04,0.25,0,0.01,1,0.01,0.3,0
3122,End Use Not Reported,FALSE,End Use Not Reported,0.01,0,0,0,0,0,0,0.01
3122,Indirect Uses-Boiler Fuel,FALSE,Indirect Uses-Boiler Fuel,4.08,0.01,0.01,0.02,4,0.02,0.5,0
3122,Indirect Uses-Boiler Fuel,TRUE,CHP and/or Cogeneration Process,1.03,0,0,0.01,1,0.01,0.1,0
3122,Indirect Uses-Boiler Fuel,TRUE,Conventional Boiler Use,3.05,0.01,0.01,0.01,3,0.01,0.4,0
3122,TOTAL FUEL CONSUMPTION,FALSE,TOTAL FUEL CONSUMPTION,9,3.35,0.01,0.09,5,0.08,1,0.01
3212,Direct Uses-Total Nonprocess,FALSE,Direct Uses-Total Nonprocess,7,3,0,1.04,2,1,0,0
3212,Direct Uses-Total Nonprocess,TRUE,Conventional Electricity Generation,0.01,0,0,0.01,0,0,0,0
3212,Direct Uses-Total Nonprocess,TRUE,Facility HVAC,2.02,1,0,0.01,1,0.01,0,0
3212,Direct Uses-Total Nonprocess,TRUE,Facility Lighting,1,1,0,0,0,0,0,0
3212,Direct Uses-Total Nonprocess,TRUE,Onsite Transportation,2.01,0.01,0,1,0,1,0,0
3212,Direct Uses-Total Nonprocess,TRUE,Other Facility Support,0.04,0.01,0,0.01,0.5,0.01,0,0
3212,Direct Uses-Total Nonprocess,TRUE,Other Nonprocess Use,0.04,0.01,0,0.01,0.5,0.01,0,0
3212,Direct Uses-Total Process,FALSE,Direct Uses-Total Process,43.06,21,0,0.5,22,0.03,0,0
3212,Direct Uses-Total Process,TRUE,Electro-Chemical Processes,0.01,0.01,0,0,0,0,0,0
3212,Direct Uses-Total Process,TRUE,Machine Drive,20.02,19,0,0.166666667,1,0.01,0,0
3212,Direct Uses-Total Process,TRUE,Other Process Use,2.03,0.01,0,0.166666667,2,0.01,0,0
3212,Direct Uses-Total Process,TRUE,Process Cooling and Refrigeration,0.01,0.01,0,0,0,0,0,0
3212,Direct Uses-Total Process,TRUE,Process Heating,21.02,2,0,0.166666667,19,0.01,0,0
3212,End Use Not Reported,FALSE,End Use Not Reported,104,0.01,0,0.01,0.01,0.01,0,104
3212,Indirect Uses-Boiler Fuel,FALSE,Indirect Uses-Boiler Fuel,6.04,1,0,0.45,4,0.02,1,0
3212,Indirect Uses-Boiler Fuel,TRUE,CHP and/or Cogeneration Process,3.03,0,0,0.225,2.8,0.01,0.2,0
3212,Indirect Uses-Boiler Fuel,TRUE,Conventional Boiler Use,3.03,1,0,0.225,1.2,0.01,0.8,0
3212,TOTAL FUEL CONSUMPTION,FALSE,TOTAL FUEL CONSUMPTION,161,25,0,2,28,1,1,104
3219,Direct Uses-Total Nonprocess,FALSE,Direct Uses-Total Nonprocess,13,6,0,2,4,1,0,0
3219,Direct Uses-Total Nonprocess,TRUE,Conventional Electricity Generation,0.03,0,0,0.01,0.01,0.01,0,0
3219,Direct Uses-Total Nonprocess,TRUE,Facility HVAC,8.02,4,0,0.01,4,0.01,0,0
3219,Direct Uses-Total Nonprocess,TRUE,Facility Lighting,2,2,0,0,0,0,0,0
3219,Direct Uses-Total Nonprocess,TRUE,Onsite Transportation,3.02,0.01,0,2,0.01,1,0,0
3219,Direct Uses-Total Nonprocess,TRUE,Other Facility Support,0.03,0.01,0,0,0.01,0.01,0,0
3219,Direct Uses-Total Nonprocess,TRUE,Other Nonprocess Use,0.03,0.01,0,0.01,0,0.01,0,0
3219,Direct Uses-Total Process,FALSE,Direct Uses-Total Process,29.01,23,0.01,0.97,5,0.5,0,0
3219,Direct Uses-Total Process,TRUE,Electro-Chemical Processes,0.01,0.01,0,0,0,0,0,0
3219,Direct Uses-Total Process,TRUE,Machine Drive,22.01,21,0.01,0.01,0.98,0.166666667,0,0
3219,Direct Uses-Total Process,TRUE,Other Process Use,1.96,1,0,0.94,0.01,0.166666667,0,0
3219,Direct Uses-Total Process,TRUE,Process Cooling and Refrigeration,0.03,0.01,0,0.01,0.01,0,0,0
3219,Direct Uses-Total Process,TRUE,Process Heating,5.02,1,0,0.01,4,0.166666667,0,0
3219,End Use Not Reported,FALSE,End Use Not Reported,47.03,0.01,0,0.01,0.01,0.01,0,46.99
3219,Indirect Uses-Boiler Fuel,FALSE,Indirect Uses-Boiler Fuel,4.05,0.01,0,0.02,4,0.4,0,0
3219,Indirect Uses-Boiler Fuel,TRUE,CHP and/or Cogeneration Process,3.02,0,0,0.01,3,0.02,0,0
3219,Indirect Uses-Boiler Fuel,TRUE,Conventional Boiler Use,1.03,0.01,0,0.01,1,0.38,0,0
3219,TOTAL FUEL CONSUMPTION,FALSE,TOTAL FUEL CONSUMPTION,94,29,0.01,3,13,2,0,46.99
3254,Direct Uses-Total Nonprocess,FALSE,Direct Uses-Total Nonprocess,27.1,18,0,0.5,8,0.05,1,0
3254,Direct Uses-Total Nonprocess,TRUE,Conventional Electricity Generation,0.03,0,0,0.1,0.01,0.01,0,0
3254,Direct Uses-Total Nonprocess,TRUE,Facility HVAC,20.02,12,0,0.1,7,0.01,1,0
3254,Direct Uses-Total Nonprocess,TRUE,Facility Lighting,5,5,0,0,0,0,0,0
3254,Direct Uses-Total Nonprocess,TRUE,Onsite Transportation,0.04,0.01,0,0.1,0.01,0.01,0,0
3254,Direct Uses-Total Nonprocess,TRUE,Other Facility Support,2.02,1,0,0.1,1,0.01,0,0
3254,Direct Uses-Total Nonprocess,TRUE,Other Nonprocess Use,0.04,0.01,0,0.1,0.01,0.01,0,0
3254,Direct Uses-Total Process,FALSE,Direct Uses-Total Process,23.07,18,0,0.3,5,0.03,0,0
3254,Direct Uses-Total Process,TRUE,Electro-Chemical Processes,0.01,0.01,0,0,0,0,0,0
3254,Direct Uses-Total Process,TRUE,Machine Drive,10.03,10,0,0.075,0.01,0.01,0,0
3254,Direct Uses-Total Process,TRUE,Other Process Use,2.02,1,0,0.075,1,0.01,0,0
3254,Direct Uses-Total Process,TRUE,Process Cooling and Refrigeration,6.02,6,0,0.075,0.01,0,0,0
3254,Direct Uses-Total Process,TRUE,Process Heating,5.02,1,0,0.075,4,0.01,0,0
3254,End Use Not Reported,FALSE,End Use Not Reported,4,0.01,0,0.01,0.01,0,0,4
3254,Indirect Uses-Boiler Fuel,FALSE,Indirect Uses-Boiler Fuel,39.04,1,0,0.1,36,0.02,2,0
3254,Indirect Uses-Boiler Fuel,TRUE,CHP and/or Cogeneration Process,21.02,0,0,0.01,19,0.01,2,0
3254,Indirect Uses-Boiler Fuel,TRUE,Conventional Boiler Use,18.03,1,0,0.09,17,0.01,0.01,0
3254,TOTAL FUEL CONSUMPTION,FALSE,TOTAL FUEL CONSUMPTION,94,36,0,1,50,0.1,3,4
3312,Direct Uses-Total Nonprocess,FALSE,Direct Uses-Total Nonprocess,8.05,3,0,1,4,0.05,0,0
3312,Direct Uses-Total Nonprocess,TRUE,Conventional Electricity Generation,0.03,0,0,0.01,0.25,0.01,0,0
3312,Direct Uses-Total Nonprocess,TRUE,Facility HVAC,4.02,1,0,0.01,3,0.01,0,0
3312,Direct Uses-Total Nonprocess,TRUE,Facility Lighting,1,1,0,0,0,0,0,0
3312,Direct Uses-Total Nonprocess,TRUE,Onsite Transportation,1.03,0.01,0,1,0.25,0.01,0,0
3312,Direct Uses-Total Nonprocess,TRUE,Other Facility Support,0.03,0.01,0,0,0.25,0.01,0,0
3312,Direct Uses-Total Nonprocess,TRUE,Other Nonprocess Use,0.03,0.01,0,0,0.25,0.01,0,0
3312,Direct Uses-Total Process,FALSE,Direct Uses-Total Process,38.07,19,0,0.04,19,0.03,0,0
3312,Direct Uses-Total Process,TRUE,Electro-Chemical Processes,0.01,0.01,0,0,0,0,0,0
3312,Direct Uses-Total Process,TRUE,Machine Drive,15,13,0,0.01,1.98,0.01,0,0
3312,Direct Uses-Total Process,TRUE,Other Process Use,0.04,0.01,0,0.01,0.01,0.01,0,0
3312,Direct Uses-Total Process,TRUE,Process Cooling and Refrigeration,1.02,1,0,0.01,0.01,0,0,0
3312,Direct Uses-Total Process,TRUE,Process Heating,23.02,6,0,0.01,17,0.01,0,0
3312,End Use Not Reported,FALSE,End Use Not Reported,7,0.01,0,0.01,0.01,0.01,0,7
3312,Indirect Uses-Boiler Fuel,FALSE,Indirect Uses-Boiler Fuel,3.03,0.01,0,0.01,3,0.01,0,0
3312,Indirect Uses-Boiler Fuel,TRUE,CHP and/or Cogeneration Process,1.02,0,0,0.01,1,0.01,0,0
3312,Indirect Uses-Boiler Fuel,TRUE,Conventional Boiler Use,2.01,0.01,0,0,2,0,0,0
3312,TOTAL FUEL CONSUMPTION,FALSE,TOTAL FUEL CONSUMPTION,57,22,0,1,27,0.1,0,7
3313,Direct Uses-Total Nonprocess,FALSE,Direct Uses-Total Nonprocess,16.05,6,0.01,1,9,0.04,0,0
3313,Direct Uses-Total Nonprocess,TRUE,Conventional Electricity Generation,0.02,0,0,0.01,0.01,0,0,0
3313,Direct Uses-Total Nonprocess,TRUE,Facility HVAC,9.03,2,0.01,0.01,7,0.01,0,0
3313,Direct Uses-Total Nonprocess,TRUE,Facility Lighting,2,2,0,0,0,0,0,0
3313,Direct Uses-Total Nonprocess,TRUE,Onsite Transportation,2.02,0.01,0,0.97,0.7,0.01,0,0
3313,Direct Uses-Total Nonprocess,TRUE,Other Facility Support,3.01,1,0,0,2,0.01,0,0
3313,Direct Uses-Total Nonprocess,TRUE,Other Nonprocess Use,0.03,0.01,0,0.01,0,0.01,0,0
3313,Direct Uses-Total Process,FALSE,Direct Uses-Total Process,191.08,111,0.01,0.04,80,0.03,0,0
3313,Direct Uses-Total Process,TRUE,Electro-Chemical Processes,88,88,0,0,0,0,0,0
3313,Direct Uses-Total Process,TRUE,Machine Drive,22.02,17,0,0.01,5,0.01,0,0
3313,Direct Uses-Total Process,TRUE,Other Process Use,0.04,0.01,0,0.01,0.01,0.01,0,0
3313,Direct Uses-Total Process,TRUE,Process Cooling and Refrigeration,1.02,1,0,0.01,0.01,0,0,0
3313,Direct Uses-Total Process,TRUE,Process Heating,79.03,5,0.01,0.01,74,0.01,0,0
3313,End Use Not Reported,FALSE,End Use Not Reported,8,0.01,0,0.01,2,0.01,0,6
3313,Indirect Uses-Boiler Fuel,FALSE,Indirect Uses-Boiler Fuel,27.04,0.01,0.01,0,27,0.02,0,0
3313,Indirect Uses-Boiler Fuel,TRUE,CHP and/or Cogeneration Process,24.01,0,0,0,24,0.01,0,0
3313,Indirect Uses-Boiler Fuel,TRUE,Conventional Boiler Use,3.03,0.01,0.01,0,3,0.01,0,0
3313,TOTAL FUEL CONSUMPTION,FALSE,TOTAL FUEL CONSUMPTION,243,117,0.03,1,117,1,0,6
3314,Direct Uses-Total Nonprocess,FALSE,Direct Uses-Total Nonprocess,8.09,4,0,0.05,4,0.04,0,0
3314,Direct Uses-Total Nonprocess,TRUE,Conventional Electricity Generation,0.02,0,0,0.01,0.01,0,0,0
3314,Direct Uses-Total Nonprocess,TRUE,Facility HVAC,6.02,2,0,0.01,4,0.01,0,0
3314,Direct Uses-Total Nonprocess,TRUE,Facility Lighting,1,1,0,0,0,0,0,0
3314,Direct Uses-Total Nonprocess,TRUE,Onsite Transportation,0.04,0.01,0,0.01,0.01,0.01,0,0
3314,Direct Uses-Total Nonprocess,TRUE,Other Facility Support,0.04,0.01,0,0.01,0.01,0.01,0,0
3314,Direct Uses-Total Nonprocess,TRUE,Other Nonprocess Use,0.04,0.01,0,0.01,0.01,0.01,0,0
3314,Direct Uses-Total Process,FALSE,Direct Uses-Total Process,72.03,40,0,0.03,30,1,1,0
3314,Direct Uses-Total Process,TRUE,Electro-Chemical Processes,6,6,0,0,0,0,0,0
3314,Direct Uses-Total Process,TRUE,Machine Drive,10.03,10,0,0.01,0.01,0.01,0,0
3314,Direct Uses-Total Process,TRUE,Other Process Use,4.03,3,0,0.01,0.01,0.01,1,0
3314,Direct Uses-Total Process,TRUE,Process Cooling and Refrigeration,1,1,0,0,0,0,0,0
3314,Direct Uses-Total Process,TRUE,Process Heating,49.01,19,0,0.01,29,1,0,0
3314,End Use Not Reported,FALSE,End Use Not Reported,7,0.01,0,0,0,0.01,0,7
3314,Indirect Uses-Boiler Fuel,FALSE,Indirect Uses-Boiler Fuel,8.05,0.01,0,0.02,8,0.02,0,0
3314,Indirect Uses-Boiler Fuel,TRUE,CHP and/or Cogeneration Process,5.02,0,0,0.01,4.6,0.01,0,0
3314,Indirect Uses-Boiler Fuel,TRUE,Conventional Boiler Use,4.03,0.01,0,0.01,3.5,0.01,0,0
3314,TOTAL FUEL CONSUMPTION,FALSE,TOTAL FUEL CONSUMPTION,96,44,0,0.1,42,1,1,7
3315,Direct Uses-Total Nonprocess,FALSE,Direct Uses-Total Nonprocess,21.06,8,0.01,1,12,0.5,0,0
3315,Direct Uses-Total Nonprocess,TRUE,Conventional Electricity Generation,0.03,0,0,0.01,0.01,0.1,0,0
3315,Direct Uses-Total Nonprocess,TRUE,Facility HVAC,16.03,5,0.01,0.01,11,0.1,0,0
3315,Direct Uses-Total Nonprocess,TRUE,Facility Lighting,3,3,0,0,0,0,0,0
3315,Direct Uses-Total Nonprocess,TRUE,Onsite Transportation,1.03,0.01,0,1,0.01,0.1,0,0
3315,Direct Uses-Total Nonprocess,TRUE,Other Facility Support,2.02,1,0,0.01,1,0.1,0,0
3315,Direct Uses-Total Nonprocess,TRUE,Other Nonprocess Use,0.04,0.01,0,0.01,0.01,0.1,0,0
3315,Direct Uses-Total Process,FALSE,Direct Uses-Total Process,78.09,36,0.01,0.03,42,0.4,0.01,0
3315,Direct Uses-Total Process,TRUE,Electro-Chemical Processes,0.01,0.01,0,0,0,0,0,0
3315,Direct Uses-Total Process,TRUE,Machine Drive,14.03,13,0.01,0.01,1,0.1,0,0
3315,Direct Uses-Total Process,TRUE,Other Process Use,2.02,1,0,0.01,1,0.1,0,0
3315,Direct Uses-Total Process,TRUE,Process Cooling and Refrigeration,1.02,1,0,0,0.01,0.1,0,0
3315,Direct Uses-Total Process,TRUE,Process Heating,61.03,21,0,0.01,40,0.1,0.01,0
3315,End Use Not Reported,FALSE,End Use Not Reported,16,0.01,0,0.01,0.01,0.01,0,15
3315,Indirect Uses-Boiler Fuel,FALSE,Indirect Uses-Boiler Fuel,1.05,0.01,0,0.02,1,0.1,0,0
3315,Indirect Uses-Boiler Fuel,TRUE,CHP and/or Cogeneration Process,1.02,0,0,0.01,1,0.01,0,0
3315,Indirect Uses-Boiler Fuel,TRUE,Conventional Boiler Use,1.03,0.01,0,0.01,1,0.09,0,0
3315,TOTAL FUEL CONSUMPTION,FALSE,TOTAL FUEL CONSUMPTION,118,45,0.02,1,55,1,0.01,15
3364,Direct Uses-Total Nonprocess,FALSE,Direct Uses-Total Nonprocess,29.09,16,0,1.04,12,0.05,0,0
3364,Direct Uses-Total Nonprocess,TRUE,Conventional Electricity Generation,1,0,0,0.01,0.98,0.01,0,0
3364,Direct Uses-Total Nonprocess,TRUE,Facility HVAC,18.02,8,0,0.01,10,0.01,0,0
3364,Direct Uses-Total Nonprocess,TRUE,Facility Lighting,6,6,0,0,0,0,0,0
3364,Direct Uses-Total Nonprocess,TRUE,Onsite Transportation,1.03,0.01,0,1,0.01,0.01,0,0
3364,Direct Uses-Total Nonprocess,TRUE,Other Facility Support,3.02,2,0,0.01,1,0.01,0,0
3364,Direct Uses-Total Nonprocess,TRUE,Other Nonprocess Use,0.04,0.01,0,0.01,0.01,0.01,0,0
3364,Direct Uses-Total Process,FALSE,Direct Uses-Total Process,20.85,15,0,0.81,5,0.04,0,0
3364,Direct Uses-Total Process,TRUE,Electro-Chemical Processes,0.01,0.01,0,0,0,0,0,0
3364,Direct Uses-Total Process,TRUE,Machine Drive,7.81,7,0,0.79,0.01,0.01,0,0
3364,Direct Uses-Total Process,TRUE,Other Process Use,2.02,1,0,0.01,1,0.01,0,0
3364,Direct Uses-Total Process,TRUE,Process Cooling and Refrigeration,2.02,2,0,0,0.01,0.01,0,0
3364,Direct Uses-Total Process,TRUE,Process Heating,8.02,4,0,0.01,4,0.01,0,0
3364,End Use Not Reported,FALSE,End Use Not Reported,6,1,0,0.01,0.01,0.01,0,5
3364,Indirect Uses-Boiler Fuel,FALSE,Indirect Uses-Boiler Fuel,11.05,0.01,0.01,0.02,11,0.01,0,0
3364,Indirect Uses-Boiler Fuel,TRUE,CHP and/or Cogeneration Process,4.01,0,0,0.01,4,0,0,0
3364,Indirect Uses-Boiler Fuel,TRUE,Conventional Boiler Use,8.04,0.01,0.01,0.01,8,0.01,0,0
3364,TOTAL FUEL CONSUMPTION,FALSE,TOTAL FUEL CONSUMPTION,68,32,0.01,1.88,29,0.11,0,5
31131,Direct Uses-Total Nonprocess,FALSE,Direct Uses-Total Nonprocess,2.05,1,0,1,0.02,0.03,0,0
31131,Direct Uses-Total Nonprocess,TRUE,Conventional Electricity Generation,0,0,0,0,0,0,0,0
31131,Direct Uses-Total Nonprocess,TRUE,Facility HVAC,0.5,0.2,0,0,0.01,0.01,0,0
31131,Direct Uses-Total Nonprocess,TRUE,Facility Lighting,0.3,0.2,0,0,0,0,0,0
31131,Direct Uses-Total Nonprocess,TRUE,Onsite Transportation,1.02,0.2,0,1,0,0.01,0,0
31131,Direct Uses-Total Nonprocess,TRUE,Other Facility Support,0.2,0.2,0,0,0.01,0,0,0
31131,Direct Uses-Total Nonprocess,TRUE,Other Nonprocess Use,0.03,0.2,0,0.01,0,0.01,0,0
31131,Direct Uses-Total Process,FALSE,Direct Uses-Total Process,21.02,3,0.01,0.01,5,0,13,0
31131,Direct Uses-Total Process,TRUE,Electro-Chemical Processes,0.01,0.01,0,0,0,0,0,0
31131,Direct Uses-Total Process,TRUE,Machine Drive,3.02,3,0.01,0.01,0,0,0,0
31131,Direct Uses-Total Process,TRUE,Other Process Use,0.01,0,0,0,0.01,0,0,0
31131,Direct Uses-Total Process,TRUE,Process Cooling and Refrigeration,0.01,0.01,0,0,0,0,0,0
31131,Direct Uses-Total Process,TRUE,Process Heating,18.01,0.01,0,0,5,0,13,0
31131,End Use Not Reported,FALSE,End Use Not Reported,108,0,0,0,0,0.01,0,108
31131,Indirect Uses-Boiler Fuel,FALSE,Indirect Uses-Boiler Fuel,43.03,0.01,0.02,1,10,0,32,0
31131,Indirect Uses-Boiler Fuel,TRUE,CHP and/or Cogeneration Process,41.01,0,0.01,1,8,0,32,0
31131,Indirect Uses-Boiler Fuel,TRUE,Conventional Boiler Use,3.02,0.01,0.01,0,3,0,0,0
31131,TOTAL FUEL CONSUMPTION,FALSE,TOTAL FUEL CONSUMPTION,174,4,0.03,2,16,0.04,45,108
311221,Direct Uses-Total Nonprocess,FALSE,Direct Uses-Total Nonprocess,3.08,2,0,0.04,1,0.04,0,0
311221,Direct Uses-Total Nonprocess,TRUE,Conventional Electricity Generation,0.02,0,0,0.01,0,0.01,0,0
311221,Direct Uses-Total Nonprocess,TRUE,Facility HVAC,2.02,1,0,0.01,1,0.01,0,0
311221,Direct Uses-Total Nonprocess,TRUE,Facility Lighting,1,1,0,0,0,0,0,0
311221,Direct Uses-Total Nonprocess,TRUE,Onsite Transportation,0.04,0.01,0,0.01,0.01,0.01,0,0
311221,Direct Uses-Total Nonprocess,TRUE,Other Facility Support,0.03,0.01,0,0,0.01,0.01,0,0
311221,Direct Uses-Total Nonprocess,TRUE,Other Nonprocess Use,0.01,0,0,0.01,0,0,0,0
311221,Direct Uses-Total Process,FALSE,Direct Uses-Total Process,36.03,20,0,0.02,15,0.01,1,0
311221,Direct Uses-Total Process,TRUE,Electro-Chemical Processes,0,0,0,0,0,0,0,0
311221,Direct Uses-Total Process,TRUE,Machine Drive,16.02,16,0,0.01,0.01,0,0,0
311221,Direct Uses-Total Process,TRUE,Other Process Use,0.02,0.01,0,0,0.01,0,0,0
311221,Direct Uses-Total Process,TRUE,Process Cooling and Refrigeration,3.01,3,0,0,0.01,0,0,0
311221,Direct Uses-Total Process,TRUE,Process Heating,16.03,0.01,0,0.01,15,0.01,1,0
311221,End Use Not Reported,FALSE,End Use Not Reported,35,0,0,0,0,0.01,22,13
311221,Indirect Uses-Boiler Fuel,FALSE,Indirect Uses-Boiler Fuel,66.01,1,0,0.01,32,0,33,0
311221,Indirect Uses-Boiler Fuel,TRUE,CHP and/or Cogeneration Process,37,0,0,0,14,0,23,0
311221,Indirect Uses-Boiler Fuel,TRUE,Conventional Boiler Use,28.01,1,0,0.01,18,0,9,0
311221,TOTAL FUEL CONSUMPTION,FALSE,TOTAL FUEL CONSUMPTION,138,22,0,0.07,48,0.06,55,13
321113,Direct Uses-Total Nonprocess,FALSE,Direct Uses-Total Nonprocess,6.1,2,0,4,0.05,0.05,0,0
321113,Direct Uses-Total Nonprocess,TRUE,Conventional Electricity Generation,0.03,0,0,0.125,0.01,0.01,0,0
321113,Direct Uses-Total Nonprocess,TRUE,Facility HVAC,1.03,1,0,0.125,0.01,0.01,0,0
321113,Direct Uses-Total Nonprocess,TRUE,Facility Lighting,1,1,0,0,0,0,0,0
321113,Direct Uses-Total Nonprocess,TRUE,Onsite Transportation,4.03,0.01,0,3.5,0.01,0.01,0,0
321113,Direct Uses-Total Nonprocess,TRUE,Other Facility Support,0.04,0.01,0,0.125,0.01,0.01,0,0
321113,Direct Uses-Total Nonprocess,TRUE,Other Nonprocess Use,0.04,0.01,0,0.125,0.01,0.01,0,0
321113,Direct Uses-Total Process,FALSE,Direct Uses-Total Process,20.06,15,0.02,0.6,4,0.03,0.01,0
321113,Direct Uses-Total Process,TRUE,Electro-Chemical Processes,0.01,0.01,0,0,0,0,0,0
321113,Direct Uses-Total Process,TRUE,Machine Drive,13.04,13,0.01,0.2,0.01,0.01,0,0
321113,Direct Uses-Total Process,TRUE,Other Process Use,0.03,0.01,0,0.2,0,0.01,0,0
321113,Direct Uses-Total Process,TRUE,Process Cooling and Refrigeration,0.01,0.01,0,0,0,0,0,0
321113,Direct Uses-Total Process,TRUE,Process Heating,5.04,1,0.01,0.2,4,0.01,0.01,0
321113,End Use Not Reported,FALSE,End Use Not Reported,96,0.01,0,0.98,0,0.01,0,95
321113,Indirect Uses-Boiler Fuel,FALSE,Indirect Uses-Boiler Fuel,2.04,0.01,0,0.02,2,0.01,0,0
321113,Indirect Uses-Boiler Fuel,TRUE,CHP and/or Cogeneration Process,1.02,0,0,0.01,1,0.01,0,0
321113,Indirect Uses-Boiler Fuel,TRUE,Conventional Boiler Use,1.02,0.01,0,0.01,1,0,0,0
321113,TOTAL FUEL CONSUMPTION,FALSE,TOTAL FUEL CONSUMPTION,123,17,0.02,5,6,0.1,0.01,95
321219,Direct Uses-Total Nonprocess,FALSE,Direct Uses-Total Nonprocess,2.12,2,0,0.05,0.03,0.04,0,0
321219,Direct Uses-Total Nonprocess,TRUE,Conventional Electricity Generation,0.01,0,0,0.01,0,0,0,0
321219,Direct Uses-Total Nonprocess,TRUE,Facility HVAC,1.03,1,0,0.01,0.01,0.01,0,0
321219,Direct Uses-Total Nonprocess,TRUE,Facility Lighting,1,1,0,0,0,0,0,0
321219,Direct Uses-Total Nonprocess,TRUE,Onsite Transportation,0.03,0.01,0,0.01,0,0.01,0,0
321219,Direct Uses-Total Nonprocess,TRUE,Other Facility Support,0.04,0.01,0,0.01,0.01,0.01,0,0
321219,Direct Uses-Total Nonprocess,TRUE,Other Nonprocess Use,0.04,0.01,0,0.01,0.01,0.01,0,0
321219,Direct Uses-Total Process,FALSE,Direct Uses-Total Process,32.05,15,0,0.02,17,0.03,0,0
321219,Direct Uses-Total Process,TRUE,Electro-Chemical Processes,0.01,0.01,0,0,0,0,0,0
321219,Direct Uses-Total Process,TRUE,Machine Drive,14.02,13,0,0.01,1,0.01,0,0
321219,Direct Uses-Total Process,TRUE,Other Process Use,2.02,0.01,0,0,2,0.01,0,0
321219,Direct Uses-Total Process,TRUE,Process Cooling and Refrigeration,0.01,0.01,0,0,0,0,0,0
321219,Direct Uses-Total Process,TRUE,Process Heating,15.02,1,0,0.01,14,0.01,0,0
321219,End Use Not Reported,FALSE,End Use Not Reported,58,0.01,0,0,0,0,0,58
321219,Indirect Uses-Boiler Fuel,FALSE,Indirect Uses-Boiler Fuel,4.04,0.01,0,0.01,3,0.02,1,0
321219,Indirect Uses-Boiler Fuel,TRUE,CHP and/or Cogeneration Process,2.03,0,0,0.01,2,0.01,0.01,0
321219,Indirect Uses-Boiler Fuel,TRUE,Conventional Boiler Use,1.03,0.01,0,0,1,0.01,0.01,0
321219,TOTAL FUEL CONSUMPTION,FALSE,TOTAL FUEL CONSUMPTION,96,17,0,0.08,20,0.09,1,58
322110,Direct Uses-Total Nonprocess,FALSE,Direct Uses-Total Nonprocess,0.1,0.04,0,0.5,0.02,0.03,0,0
322110,Direct Uses-Total Nonprocess,TRUE,Conventional Electricity Generation,0,0,0,0,0,0,0,0
322110,Direct Uses-Total Nonprocess,TRUE,Facility HVAC,0.03,0.01,0,0,0.01,0.01,0,0
322110,Direct Uses-Total Nonprocess,TRUE,Facility Lighting,0.01,0.01,0,0,0,0,0,0
322110,Direct Uses-Total Nonprocess,TRUE,Onsite Transportation,0.03,0.01,0,0.5,0,0.01,0,0
322110,Direct Uses-Total Nonprocess,TRUE,Other Facility Support,0.03,0.01,0,0,0.01,0.01,0,0
322110,Direct Uses-Total Nonprocess,TRUE,Other Nonprocess Use,0,0,0,0,0,0,0,0
322110,Direct Uses-Total Process,FALSE,Direct Uses-Total Process,18.04,4,0.01,0.4,14,0.01,0,0
322110,Direct Uses-Total Process,TRUE,Electro-Chemical Processes,0,0,0,0,0,0,0,0
322110,Direct Uses-Total Process,TRUE,Machine Drive,4.01,4,0,0.2,0,0,0,0
322110,Direct Uses-Total Process,TRUE,Other Process Use,0,0,0,0,0,0,0,0
322110,Direct Uses-Total Process,TRUE,Process Cooling and Refrigeration,0.01,0.01,0,0,0,0,0,0
322110,Direct Uses-Total Process,TRUE,Process Heating,14.04,0.01,0.01,0.2,14,0.01,0,0
322110,End Use Not Reported,FALSE,End Use Not Reported,216,0,0,0,0,0.01,0,216
322110,Indirect Uses-Boiler Fuel,FALSE,Indirect Uses-Boiler Fuel,18.04,0.01,2,0.02,15,0.01,1,0
322110,Indirect Uses-Boiler Fuel,TRUE,CHP and/or Cogeneration Process,18.02,0,2,0.01,15,0.01,1,0
322110,Indirect Uses-Boiler Fuel,TRUE,Conventional Boiler Use,0.02,0.01,0,0.01,0,0,0,0
322110,TOTAL FUEL CONSUMPTION,FALSE,TOTAL FUEL CONSUMPTION,255,5,2,1,29,0.06,1,216
322121,Direct Uses-Total Nonprocess,FALSE,Direct Uses-Total Nonprocess,13.03,4,0.03,1,6,1,1,0
322121,Direct Uses-Total Nonprocess,TRUE,Conventional Electricity Generation,4.02,0,0.01,0.01,3,0,1,0
322121,Direct Uses-Total Nonprocess,TRUE,Facility HVAC,4.04,1,0.01,0.01,3,0.01,0.01,0
322121,Direct Uses-Total Nonprocess,TRUE,Facility Lighting,2,2,0,0,0,0,0,0
322121,Direct Uses-Total Nonprocess,TRUE,Onsite Transportation,2.02,0.01,0,1,0.01,1,0,0
322121,Direct Uses-Total Nonprocess,TRUE,Other Facility Support,0.04,0.01,0,0.01,0.01,0.01,0,0
322121,Direct Uses-Total Nonprocess,TRUE,Other Nonprocess Use,0.04,0,0.01,0.01,0.01,0.01,0,0
322121,Direct Uses-Total Process,FALSE,Direct Uses-Total Process,125.05,53,2,0.03,65,0.02,5,0
322121,Direct Uses-Total Process,TRUE,Electro-Chemical Processes,0.01,0.01,0,0,0,0,0,0
